description,year
"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) general secretary Thuingaleng Muivah stated that no peace accord would be signed if the Government of India does not agree to a separate Naga flag and constitution, reports Northeast Now on September 25. He stated in Camp Hebron in Dimapur that Sovereignty of the Naga people cannot be questioned as far as peace talks are concerned and the demand for Naga flag and constitution cannot be denied. When asked to explain on shared sovereignty, he stated that, In the long course of talks both sides realised the necessity of sharing with each other because our history is clear. He also added the Nagas were never under the Indians either by consent of themselves or by military force used on them in those times. He also added that And so our history is unique. Therefore, solution must also be unique. When we say this, they say you are too tough. I am not tough. Nagas are not lost people. We have our history. They have come to realise that. Not only that since Nagas were not under Indians nor under anyone, our sovereignty also lies with us.",2019
"On September 24, a weapons cache was recovered from Gabrukhunda inside Panbari reserve forest in Chirag District of Assam, reports Northeast Now. The recovered arms include nine rifles, 11 country made rifles, 56 rounds of AK ammunition, 10 rounds of 7.62 ammunition, 21 rounds of sniper rifle ammunition as well as 10 Pika ammunition. Moreover, 29 CTN, five rounds of country made ammunition, three 7.62 pistol magazines, one .22 pistol magazine and five empty cartridges were recovered. Panbari reserve forest was used by National Democratic Front of Bodoland-Saraigowra (NDFB-S) as a hide out.",2019
"On September 24, STF has recovered five AK 74 rifles, ten magazines, 200 rounds, 1 Austria made Glock pistol, 2 magazines and 20 rounds from Mamdot area near International Border with Pakistan in Firozpur sector (Firozpur District), reports The Times of India. Earlier, as reported by South Asia Terrorism Portal (SATP), on September 22, a terror module run with the active support from terrorist groups in Pakistan and Germany was neutralised and huge cache of arms including five AK 47 rifles, ammunition, communication systems etc were recovered",2019
"On September 24, three persons were convicted in Fake Indian Currency Notes (FICN) and narcotics case by a civil court in Kolkata (Kolkata District), West Bengal, reports Times of India. The three persons were part of a seven-member group who were arrested by National Investigation Agency (NIA) along with FICN worth INR 900,000 and 800 gms of opium from Kaliachak (Malda District), West Bengal four years ago. Among the three persons, Sunesh Kumar who was the main culprit was sentenced to six years of imprisonment while the two others Ranjit Chopra and Rajen were given five years each of imprisonment.",2019
"Police and Communist Party of India-Maoist (CPI-Maoist) cadres exchanged fire in Koparshi forests in Gadchiroli District of Maharashtra on September 24, reports Devdiscourse. However, there were no reports of any Security Force (SF) casualties in the incident. The incident occurred when a team of C-60 commandos was conducting an anti-Maoist operation under Bhamragarh division in the east Maharashtra District, a spokesperson of Gadchiroli Superintendent of Police (SP) office said. Police recovered four rifles and a large number of items of daily use after the encounter. ""We suspect that at least 10-15 ultras were involved in the incident. They fled the spot after C-60 commandos repulsed the attack,"" the spokesperson added.",2019
"Saudi Arabian Ambassador to India Saud bin Mohammed Al Sati has said it is enhancing cooperation with India to combat terrorism, including choking funds to terror networks and exchange of information and intelligence, reports Economic Times on September 25. ""Saudi Arabia and India have been closely cooperating with each other in fighting terrorism, including through exchange of information and intelligence,"" said Al Sati.",2019
"Security Forces (SFs), on September 24, continued combing operations in the surrounding areas in Vizag Agency in Visakhapatnam District of Andhra Pradesh, in search of the injured Communist Party of India-Maoist (CPI-Maoist) cadres who had escaped into the forest after the twin encounter in Darakonda forest in GK Veedhi Mandal (administrative sub-division) in Visakhapatnam on September 22 and 23, reports The New Indian Express. Top Maoist leaders Arunakka and Pandana alias Jagan, both divisional secretaries, had managed to give the Police the slip for the second time in two days. The Police suspecting that the top Maoists leaders are still in the forest area continued the combing operations in the area.",
"Earlier, South Asia Terrorism Portal (SATP) had reported five CPI-Maoist cadres were killed in an exchange of fire (EoF) with SFs near the Madigamallu-Kondajartha forest area close to Gummarevula village in Gudem Kotha Veedhi Mandal under Vizag Agency in Visakhapatnam District of Andhra Pradesh near the Andhra Pradesh-Odisha Border (AOB) area on September 22.",
"Meanwhile, the Police identified the remaining two killed Maoists as Ramesh, divisional committee member DCM cadre, Chhattisgarh who worked in Suresh team and Bhuma, a technical hand of Shankar team, reports The New Indian Express on September 25. The other three Maoists who were killed in were earlier identified as Ajay from Chhattisgarh who used to work in Suresh team, Vimala and Budri, Dalam (armed squad) members working with Aruna and Chalapathi team. The encounter took place when the Maoists are celebrating CPI-Maoist Formation Day, observing revolutionary week from September 21 to 27.",2019
"The intelligence agencies have issued warning against a module of Jaish-e-Mohammed (JeM) terrorists who are planning to attack Indian Air Forces (IAF) bases across the country, reports dnaindia.com on September 25. Following the alert, the IAF bases in Srinagar (Srinagar District), Awantipora (Pulwama District), Jammu (Jammu District) in Jammu and Kashmir, Pathankot (Pathankot District) in Punjab, Hindon (Ghaziabad District) in Uttar Pradesh have been put on high alert at orange-level. This alert comes in the wake of another warning of last week in which it was said that the JeM had started training 40 jihadis to strike in India. In the past few weeks, the Intelligence has indicated that Pakistan would up the ante and strike at various locations that includes Maharashtra, Gujarat and some of the Southern States.",2019
"The National Investigation Agency (NIA) recently registered a case to probe the activities of Jama'atul Mujahideen Bangladesh (JMB) in the southern states after inputs that its members have indulged in robbery to collect funds, reports Hindustan Times on September 25. JMB, following a major crackdown in Burdwan by us in 2014, in which over 50 of its members were caught in West Bengal and Assam, failed to carry out terror attacks in that region. Kausar, who was instrumental in formation of JMB training camps, procuring explosives in 2014 for making over 100 bombs and planning the Bodhgaya blast in January 2018, had moved to Bengaluru and he was reviving the outfit. But even after his arrest in August last year, it seems somebody is furthering the activities of JMB in South India, said one unnamed NIA Official. The agency raided hideouts in Atibele, Kadugodi, K R Puram, Chikkbanavara and Shikaripalya, Electronic City in Bengaluru. Jahidul Islam disclosed during questioning that after the 2014 Burdwan blast, he and his associates went to southern India to escape the agencies on their trail, said a NIA spokesperson. At least 3-4 incidents of robberies in Bengaluru, linked to JMB operatives, are currently being examined by the central probe agency while the terror outfits leader in India – Jahidul Islam alias Kausar—is being interrogated.",2019
"The two Bangladesh nationals, Mahmud Hassan and Mohammad Sayad Hussan, were caught by the Border Security Force (BSF) two months ago while trying to sneak over the border into the state of Mizoram are members of Ansar al-Islam, reports Hindustan Times on September 25. Ansar al-Islam the re-newed version of Ansarullah Bangla Team (ABT) is an Al Qaeda affiliated group known for carrying out violent attacks on Bangladeshi civil society figures and writers. This is the first time the presence of Ansar al-Islam is being registered in India. Last week National Investigation Agency (NIA) registered a case to probe if there was a larger conspiracy to carry out attacks in the country. It has happened in the past. Jamaat-ul-Mujahideen (JMB), a group affiliated with ISIS set up training centres and a base in West Bengal in 2013-14. The NIA launched a crackdown on JMB in which over 50 of its members were nabbed and the outfit wasnt allowed to spread its wings, said an unnamed NIA official.",2019
"Three civilians identified as Rakesh Kodopi (24), Duneshwar Singh (24) and Ajay Kumar Salam (23), were killed as Communist Party of India-Maoist (CPI-Maoist) cadres blew up an oil truck at a construction site using an Improvised Explosive Device (IED) at Tumapal in Kanker District of Chhattisgarh on September 24, reports The Hindu. At 10 a.m., Maoists struck at an oil tanker at a site where railway tracks are being laid, 2 km away from Tumapal village under the Tadoki police station limits. Three civilians were killed in the attack, said P. Sundarraj, Deputy Inspector General of Police (DIGP), Anti-Naxal [Left Wing Extremism, LWE] Operations.",
"Following the incident, a team of Sashastra Seema Bal (SSB), was rushed from the Tumapal base camp, adds The New Indian Express. On the way, they too were targeted resulting in an encounter with the Maoists, the officer added. However, there is no report of any jawan (trooper) injured in the attack.",2019
"Two extortionists of unspecified faction of National Socialist Council of Nagaland (NSCN) was arrested from Dimapur in Dimapur District of Nagaland on September 24, reports Morung Express. The arrestees were identified as Khekuto Awomi and Kheto Awomi.",2019
"A bomb was recovered on September 25 near Sunrise ground near Myanmar border in Tengnoupal District of Manipur, reports The Sangai Express. According to Assam Rifles (AR) two unknown persons riding a Bike from Myanmar side abandoned a box containing the explosives near the Sunrise ground.",2019
"A militant of United Liberation Front of Asom-Independent (ULFA-I) militant was arrested on September 25 from Maligaon area in Guwahati (Kamrup Metropolitan District) of Assam, reports Assam Tribune. The arrestee was identified as Mithu Chutia alias Diganta Asom, who had joined ULFA-I in 2017.",2019
"A NSCN-Isak-Muivah (NSCN-IM) extortionist was arrested while extorting from GS road in Dimapur in Dimapur District of Nagaland, reports Morung Express. The arrestee was identified as Ramji Yimchunger. Extortion slip and INR 22,500 was recovered from the arrestee.",2019
"A rally was organised on September 25 by Naga Students Federation (NSF) in Delhi, under the theme, Implement the Principles of Framework Agreement, reports Morung Express. NSF stated that the decision for the rally was taken against the backdrop of reported Prime Ministers advice to RN Ravi to find solution in three months, within the Constitution of India, which directly negates the principle of the Framework Agreement. The rally was addressed by various individuals including Naga Hoho (apex body of Naga tribe) General Secretary Elu Ndang and Dal Khalsa Spokesperson Kanwar Pal Singh. East Mojo adds that over 1,000 people took part in the demonstration. NSF President Ninoto Awomi stated that We want to make it very clear to the government that a forced solution won't be acceptable to Nagas. The government has recognised the unique history of the Nagas and, therefore, the solution must also be unique. Even in the past, there have been many agreements like the Nine-Point Agreement (Naga-Akbar Hyadri Accord), the Shillong Accord and the 16 Point Agreement. However, those werent able to bring lasting peace.",2019
"A special Unlawful Activities Prevention Act (UAPA) court on September 25 convicted two persons, including 7/11 train blast case convict Mohammed Ali, for being members of banned organisation Students Islamic Movement of India (SIMI), reports asianage.com. In 2007, the Mumbai Police Crime Branch had claimed that its officers had received information that members of SIMI were likely to carry out unlawful activities during the Ganesh festival. Based on this, Shabbir Rehmatullah, who passed away pending trial, and Nafis Ahmed were arrested from Malegaon (Nashik District) and Govandi (Mumbai Suburban District) respectively. Ali, who was in custody for the blasts case, was also named as an accused allegedly for undergoing training in Pakistan in 2003 at the instance of Indian Mujahideen founder Riyaz Bhatkal. The 7/11 blasts refer to a series of seven bomb blasts that took place in 2006 on the Suburban Railway in Mumbai. It killed 209 people and injured over 700 more. In September 2015, 12 people were convicted in this case.",2019
"Al Qaeda militant Mohhamad Kalimuddin Mujahiri, revealed to Anti-Terrorism Squad (ATS) that after he fled from Jamshedpur (East Singbhum District), Jharkhand, he had taken shelter in neighbouring Asansol (West Burdwan District) in West Bengal, reports The Times of India on September 26. He visited many districts of Bengal too in this connection, said ATS sources. Kalimuddin further revealed that during his stay in Bengal, he often visited Bangladesh where he came in contact with sleeper cells of Al Qaeda. ATS sources said two years ago another Al Qaeda terrorist Jishan, also from Jamshedpur, was arrested by Delhi Police. During his course of interrogation, Jishan had revealed that 20 youths from Jharkhand were members of the group. Based on that information, ATS had launched a manhunt and finally succeeded in arresting Kalimuddin.",2019
An arms dealer was arrested from Udharbond in Cachar District of Assam tweets Eastern Army Command.,2019
"An Indian Sikh woman was arrested by the Malaysian Police on an unspecified date between July to September, 2019 for having links with the Sikhs For Justice group, reports The Hindu on September 26. The arrestee had since been deported to India.",2019
"Another NSCN-R militant was arrested on September 25 from Khela in Tirap District of Arunachal Pradesh, tweets Eastern Army Command. Drugs and extortion letters were recovered from the arrestee.",2019
"AR recovered two caches of arms and ammunition near Indo-Myanmar border at Tengnoupal District, reports The Sangai Express. One AK 56 Rifle in one package with 15 live rounds and one country made pistol from one cache and containing one AK 56 Rifles with 30 live rounds and two Chinese hand grenades was recovered from another cache.",2019
"In the wake of the reactivation of the terror camp in Pakistans Balakot and a recent communication from Punjab Chief Minister to Union Minister of Home Affairs Amit Shah about drones being used by Pakistan to deliver weapons into India, the Indian security forces were fully prepared, said Minister of Defence Rajnath Singh on September 25, reports The Hindu. Singh called for proactive coordination among all agencies and stakeholders involved in coastal security to achieve the common goal of national security. The Indian Coast Guard has entered into a memorandum of understanding with seven maritime nations for capacity-building, training, collective and cooperative response to deal with maritime threats, he said.",
"Mr. Singh commissioned ICGS Varaha, offshore patrol vessel of the Coast Guard. The vessel is equipped with a 30-mm gun and a 12.7mm gun for enhancing the fighting efficiency of the vessel. Rajnath Singh exuded confidence that ICGS 'Varaha' will further strengthen the Coast Guard fleet in responding to the threats of maritime terrorism, smuggling and challenges of maritime law enforcement.",2019
"India has deployed warships, submarines, maritime patrol aircraft and fighter jets to keep track of a naval exercise by Pakistan in the north Arabian Sea, which will include missile and rocket firings, combat maneuvers over the next few days, reports The Times of India on September 26. There is a heightened threat perception about strikes, whether by state or non-state actors, after India revoked Jammu and Kashmirs special status. Even if the Pakistani exercise is a regular one, like the joint naval-air one called `Ribat conducted every year, intentions can change very quickly, said an unnamed source from Ministry of Defence.",2019
"Intelligence agencies have warned about plans of international terror outfits including Al Qaeda and Islamic State (IS) affiliated terror modules to attack Jewish and Israeli communities in India during their holiday season Rosh HaShanah (September 29 and October 1), Yom Kippur (October 8 and October 9) and Sukkot (October 13 to October 22), reports The Times of India on September 26. ""Al Qaida and terrorist cells affiliated with IS are looking to mount attacks on Israeli targets worldwide. In view of the same, the possible targets in India may include Israeli Embassy in New Delhi, synagogues, Jewish schools, restaurants and hotels frequented by Israeli nationals in New Delhi and other cities,"" according to the input.",2019
"North East Forum for Indigenous People (NEFIP), an umbrella group of various civil groups has resolved to launch a campaign across the Northeast region to protest Citizenship Amendment Bill (CAB), reports Eastern Mirror on September 26. The initial protest is slated for October 3. An interim NEFIP body was formed on April 3 in Manipur to oppose the CAB. Following a series of interactions and meetings at Guwahati (Assam), Shillong (Meghalaya) and Aizawl (Mizoram), and permanent body was constituted, the first CEC meeting was held in Kohima on September 25. The NEFIP consists of Assams League of Aborigines Rights Movement (Alarm), United Arunachal Indigenous Peoples Forum (UAIPF), Confederation of Meghalaya Social Organisations (COMSO), Manipur People against Citizenship Amendment Bill-2016 (MANPAC), Mizo Students Union (MSU), Joint Committee for Prevention of Illegal Immigrants (JCPI) in Nagaland and Twipra Social Organisations Immigrants (Twipra-SOS).",2019
"On September 25, Minister of State for External Affairs V Muraleedharan called upon the international community to adopt the Comprehensive Convention on International Terrorism (CCIT) ""without any further delay"", reports news18.com. ""We believe that our fight against terrorism should not only seek to eliminate terrorists, and disrupt terror organisations and networks, but should also identify, hold accountable and take strong measures against states that encourage, support and finance terrorism, provide sanctuary to terrorists and terror groups,"" Muraleedharan said, without naming Pakistan. He stressed that regional and sub-regional groups can also play an important role in fostering the cooperation and coordination needed to effectively combat terrorist networks. ""We welcome the clarity shown by SCO (Shanghai Cooperation Organization) on terrorism from its inception. We are determined to strengthen cooperation within the SCO framework for comprehensive, cooperative and sustainable security,"" Muraleedharan said.",2019
"On September 25, two female Peoples Revolutionary Party of Kangleipak (PREPAK) militants were arrested from at Wangoo parking area in Bishnupur District of Manipur, reports Imphal Free Press. The arrestees were identified as Tongbram (Ningol) Nongrakpam (Ongbi) Randhoni Devi and Laishram (Ningol) Mayanglambam (Ongbi) Victoria alias Jambhubati Devi.",2019
"Pakistan-origin drones dropping heavy arms and ammunition in Punjab have alarmed security agencies in the national capital Delhi, reports India Today on September 26. Intelligence inputs suggest that terror outfits such as Jaish-e-Mohammed (JeM) and Lashkar-e-Toiba (LeT) can use Unmanned Aerial Vehicles (UAVs) to drop bombs and target crowded areas, dignitaries and vital installations. ""Intelligence agencies have learnt from terror communication intercepts that UAVs can be used for attacks. Conversations on WhatsApp, e-mails, Facebook and Telegram have pointed towards plans of aerial attacks in the city. They also mention details of recently purchased drones from the online market,"" said an official. A Delhi Police official said, ""To prevent any untoward incident in the city, the use of flying objects like drones has been restricted by the police"". ""We need to see if a drone is carrying explosives for security agencies to control it,"" said Central Industrial Security Force (CISF) spokesperson Hemendra Singh.",2019
"Peoples Representation for Identity and Status of Mizoram (PRISM) and Mizo Peoples Conference (MPC) have unanimously opposed the voting rights of Tripura Bru refugees in a joint meeting held on September 25, reports East Mojo. The two parties stated that the Bru community left Mizoram on their own terms and They strongly condemned the Election Commission of Indias (ECI) for giving voting rights to the Brus. On July 30 2019 PRISM had launched a signature campaign against the ECI over the voting rights of Bru refugees in Tripura.",2019
"The security agencies are on a high alert following intelligence input that terror outfit Jaish-e-Mohammed (JeM) was planning strikes in several cities including in Jaipur (Jaipur District), Rajasthan, reports the Times of India on September 26. According to Jaipur Police Commissioner, Anand Srivastava, a detailed security briefing of all Station House Officers (SHOs) was held in the City as soon as the input was shared with the City Police. A separate set of instructions were also issued to the Special Branch (SB) and other local intelligence units to strengthen the security operations. The security of airport and Jaipur railway station has also been increased.",2019
"Unidentified militants lobbed bomb at a multi-storeyed house at Khurai Chandam Leikai in Imphal East District of Manipur on September 25, reports The Sangai Express.",2019
"A JCB machine and a dumper truck engaged in the construction of road were set ablaze by Communist Party of India-Maoist (CPI-Maoist) cadres in Bhainsadohar village under Chakarbandha Police Station limits in Gaya District of Bihar September 26, reports Devdiscourse. The two machines were employed in the construction of a 10-kilometre road connecting Bhainsadohar village to State Highway-69. Chandan Kumar, the driver of the JCB vehicle said, ""Around 7-8 armed Naxalites [Left Wing extremists, LWEs] came and pushed me down the JCB vehicle. After that they torched it down"". The villagers said that the Maoists also threatened others present at the construction site. A person working in the construction company, said, the Maoist rebels had done so because their demands of paying them money weren't fulfilled.",2019
"A special court of the National Investigation Agency (NIA) in Kolkata has sent the main accused in the Kaliachak Fake Indian Currency Notes (FICN) case, Anarul Islam to 10 years rigorous imprisonment on September 26, reports the weekendleader.com. The court also sentenced five years' rigorous imprisonment to two accomplices of Anarul, Ripon and Fatima alias Litchi. In January 2016, West Bengal police and personnel of Border Security Force had seized FICN worth INR 800,000 from Anarul who was involved in cross-border trafficking of FICN from Kaliachak Chowranghee in Malda District of West Bengal.",2019
"A suspected operative of Indian Mujahideen (IM), Zainullabuddin, who was earlier arrested by the Maharashtra Police in connection with the 2011 Mumbai bombings at Kabutar Khana, Opera House and Zaveri Bazaar, in which more than 25 people were killed and over 125 were injured, has been taken into custody by Central Crime Branch (CCB), reports New Indian Express on September 27. Joint Commissioner of Police (Crime) Sandeep Patil said that it was required that he be interrogated in connection with those arrests. As the four suspects have revealed that they had links with Zainullabuddin, he needs to be interrogated. Hence, he has been taken into custody, Patil said. In January 2015, the police had arrested Syed Ismail Afaaque, Syed Suboor, Saddam Hussain and Riyaz Ahmed Sayeedi for their suspected involvement in these blasts.",2019
"India, Japan and the United States (US) on September 26 held talks on maritime security and connectivity in the Indo-Pacific region, reports Hindustan Times. The meeting was attended by Indian Minister of External Affairs S Jaishankar, US Secretary of State Michael Pompeo, and Japanese Minister of Foreign Affairs Toshimitsu Motegi.",2019
"National Security Advisor (NSA) Ajit Doval on September 26 directed Police and Para-military forces to intensify anti-militancy operations in Jammu and Kashmir, and ensure there is no collateral damage to civilians or their property, reports Scroll. This was the second visit of National Security Advisor to Kashmir since August 5, 2019.",2019
NDTV on September 27 reports Allice Wells of the United States (US) State Department stated that it wants New Delhi to quickly ease restrictions imposed in Kashmir. The official also indicated President Donald Trump's willingness to mediate to ease tensions between India and Pakistan. She stated that We hope to see rapid action -- the lifting of the restrictions and the release of those who have been detained.,2019
"On September 26, Assam Government has issued a notification setting up 200 more appellate Foreigner Tribunals (FTs) for hearing of appeals of people excluded from the final National Register of Citizens (NRC), reports Northeast Today. The new facilities would be in addition to the already existing 100 Foreigner tribunals. The final NRC was released on August 31 with 19,06,657 of the total 3,30,27,661 applicants excluded and 3,11,22,004 included.",2019
"On September 26, Bru community leaders have refused to return to their home State of Mizoram under the present circumstances, reports Assam Tribune. Bruno Meshe, secretary of the Mizoram Bru Displaced Peoples Forum (MBDPF), told a Mizoram Government delegation that the refugees are not willing to return home as the designated areas for rehabilitation are not suitable. He stated that We are not going to Mizoram from October 3 as decided earlier. Give us time to discuss the issue. However, the Home Secretary of the Mizoram Government said that he would send vehicles to the refugee camps in Tripura to ferry those who are willing to return to Mizoram on October 3.",2019
"Police arrested a Communist Party of India-Maoist (CPI-Maoist) cadre, who was involved in blowing up house of a former Member of the Legislative Council (MLC) in Gaya District, from Dumaria Police Station limits in Gaya District of Bihar on September 26, reports UNI. Police said the Maoist identified as Dinesh Singh Bhokta, a native of Kokana village in Chakarbandha Panchayat (village level local self-Government institution) under the same Police Station area, was arrested on the receipt of specific intelligence input. Police said the rebel was arrested on charges of blowing up house of former MLC Anuj Singh on March 27, 2019.",2019
"Sujata aka Nagaram Rupa (32), who is believed to be involved in several serious Communist Party of India-Maoist (CPI-Maoist) incidents in South Bastar that reportedly claimed lives of dozens of security personnel, was brought to Bijapur District of Chhattisgarh on production warrant, reports The Pioneer on September 27. According to Police, Sujata is wife of Azad, who is member of Maoist Telangana state committee and is believed to be the master mind of several serious Naxal [Left Wing Extremism, LWE] attacks. Sujatha, who was a member of a divisional committee member, DCM of CPI-Maoist and carried a prize of INR 800,000 on her head, was arrested in Warangal District by Telangana Police in October 2018. She was produced before a local court, which has sent her to Jagdalpur central jail, Police informed.",2019
"Three people were arrested on September 26 in connection with abduction of a businessman from Howraghat town in Karbi Anglong District of Assam, reports East Mojo. The victim was also rescued. The arrestees were identified as Tapan Teron, Moniram Gowala and Rudra Basumatary. The victim identified as Bijoy Aggarwal was abducted on September 13. People's Democratic Council of Karbi Longri (PDCK), claimed that they were not involved in the abduction incident.",2019
"Nagaland Governor RN Ravi on September 27 discussed the final Agreement with National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) with Home Minister Amit Shah, reports Northeast Now. According to sources, the Governor and Home Minster discussed on the final agreement over Naga peace talks. It is being reports that the final agreement between Government of India (GoI) and NSNC-IM may be signed before Christmas.",2019
"A big incident carried out by terrorists from a neighbouring country on India's coastline cannot be ruled out but the government is committed to coastal and maritime security, said Minister of Defence Rajnath Singh on September 27, reports The Times of India. ""We cannot rule out that our neighbouring country's terrorists can carry out a big incident on our coastline which extends from Kutch to Kerala. As a defence minister I would like to assure that our country's maritime security is absolutely strong and solidified. We are completely committed to coastal and maritime security,"" he said.",2019
"A civilian was killed allegedly by Communist Party of India-Maoist (CPI-Maoist) cadres in Sukma District of Chhattisgarh on September 27, reports The Times of India. The victim, identified as Muchaki Linga, who worked as a 'shikshadoot' (education ambassador), was killed by suspected Maoists at his village Benpalli under Jagargunda Police Station area, Sukma, Superintendent of Police (SP), Shalabh Sinha said. The District Administration has hired local youths as shikshadoot to motivate children to go to schools and also to teach them in the remote Naxal [Left Wing Extremism, LWE]-affected areas.",2019
"A hardcore Communist Party of India-Maoist (CPI-Maoist) cadre carrying a reward of INR 200,000 on his head surrendered before Police in Malkangiri District of Odisha on September 27, reports Odisha TV. The Maoist was identified as Dula Madkami, an active member of Andhra-Odisha Border Special Zonal Committee (AOBSZC) of the CPI-Maoist, and worked in the protection team of Maoist leader and secretary of AOBSZC, Uday. According to Police, Madkami was involved in a series of attacks on Security Forces (SFs) in Malkangiri and Boipariguda of Koraput. Madkami said he surrendered after being upset with the Maoist leadership and their ideology. He also urged other Maoist cadres to shun violence and join the mainstream and contribute towards the development of the Swabhiman Anchala (Earlier known as cut-off region).",2019
"Indian Army on September 27 released a video showing terrorists trying to infiltrate into India from the Pakistani side of the Line of Control (LoC) in Kupwara District in Jammu and Kashmir, reports News 18. The video of the terrorists attempting to enter India is reported to be of July 30.",2019
"Indian Prime Minister Narendra Modi and Prime Minister of Bangladesh Sheikh Hasina on September 27 reiterated their zero tolerance approach against terrorism and violent extremism, reports aninews.com. ""Bangladesh Prime Minister extended an invitation to Prime Minister Narendra Modi to visit Bangladesh and suggested that it could be undertaken also in connection with the birth centenary of Bangabandhu, Sheikh Mujibur Rahman. The invitation was accepted by Prime Minister Modi,"" a press statement by the Ministry of External Affairs (MEA) said.",2019
"India's First Secretary at the Permanent Mission to the UN, Vidisha Maitra said Pakistan is a country which provides shelter to 130 UN-designated terrorists and 25 terror entities, reports India Today on September 28. ""Can the Prime Minister of Pakistan deny that he has been a supporter of Osama bin Laden (the mastermind of the 9/11 terror attacks,"" Maitra asked.",2019
"On September 27, Pakistan Army violated ceasefire on the Line of Control (LoC) at Qasba and Kerni villages in Poonch sector targeting forward posts of the troops and civilian locations, reports Daily Excelsior. Pakistan Army fired few mortar shells and resorted to firing around 9 am today. The Indian side retaliated. There was no report of any casualties or damages on the Indian side in Pakistan firing, unnamed sources said.",2019
"Pakistan based Jaish-e-Mohammed (JeM) militant Aashiq Nengroo, originally hailing from Kakapora in Pulwama, along with Khalistan Zindabad Force (KZF) was instrumental in transporting consignments of arms, ammunition and explosives from Pakistan to Tarn Taran District of Punjab through drone, reports Daily Excelsior on September 28. As Ashiq Nengroo was well versed with infiltration routes especially along the International Border, he had now used Punjab border to push consignments of arms, ammunition and explosives from Tarn Taran in Amritsar district of Punjab using drones, unnamed sources said, adding the militants were unable to utilize the International Border of Jammu sector in view of high state of alertness.",2019
"Prime Minister Narendra Modi on September 27, called for unanimity in combating terrorism and said the United Nations (UN) needed to adopt a new direction, reports The Hindu. The lack of unanimity amongst us on the issue of terrorism dents those very principles that are the basis for the creation of the UN. And that is why, for the sake of humanity, I firmly believe, that it is absolutely imperative, that the world unites against terrorism, and that the world stands as one against terrorism. Through the past week, both the Prime Minister and Minister of External Affairs S Jaishankar have, either explicitly or implicitly called out Pakistan for its support of cross-border terror.",2019
"Militants in the morning of September 28 hurled a grenade at Central Reserve Police Force (CRPF) personnel at Nawakadal area of Srinagar (Srinagar District), reports Daily Excelsior. However, there was no damage. The grenade was hurled on 38th battalion of CRPF that was deployed for law and order duty in the area.",2019
"On September 28, a National Socialist Council of Nagaland-Reformation (NSCN-R) militant was killed and a camp busted by Security Forces (SFs) at Panchal Pahar in Changlang District of Arunachal Pradesh, reports East Mojo. The militant was identified as Gyatsom Harap who was also the village headman of Panalom village in Changlang District. An M4 A1 rifle, 78 live rounds of ammunition and one magazine were recovered. According to sources, SFs got information that 10 militants led by major Akham Chang was camping near Pancham village to collect extortion money. NSCN-R had served extortion messages to businessmen and taxi operators in Kharsang and Miao circles in Changlang District.",2019
"On September 28, Pakistani troops violated the cease fire agreement (CFA) and resorted to mortar shelling and small arms firing in Shahpur and Kerni sectors in Poonch District, prompting strong retaliation by India, reports Daily Excelsior. The exchange of fire between the two sides lasted for several hours but caused no damage on our side, unnamed defence spokesman said.",2019
"Rajnath Singh on September 28 said, ""Pakistan needs to understand that the Indian Navy has become much stronger with the commissioning of the Khanderi, and the government is committed to strengthen the armed forces,"" adding that the navy will take strict action against those who disturb peace in the region, reports The Times of India.",2019
"Security Forces (SFs) have intensified anti-terrorist operations in Jammu and Kashmir (J&K), Daily Excelsior reports on September 29. ""As the situation has more or less normalised on the law and order front, the anti-terrorist operations have been intensified to ensure ultras do not stage any attacks,"" an unnamed official said. As part of the drill, security has been beefed up around vital installations including the Srinagar airport and police offices. Additional security bunkers are being constructed in the city and elsewhere in the valley to prevent militants from moving from one place to another, the official said. Extended security perimeters have been established around district police offices and other vital installations by creating 'prohibited zones' with the use of concertina wires, he said.",2019
"Suspected CPI-Maoist cadres set ablaze vehicles and a machine engaged in laying a water pipeline in Masenar village in Dantewada District of Chhattisgarh on September 28, reports The Pioneer.According to information, a group of suspected Maoists stormed into the site, located about 450 kilometres south from the State capital, Raipur, and set on fire a JCB machine and a tractor parked there. Police suspect the arson was carried out by Maoists though no Maoist pamphlet was recovered from the spot.",2019
"Three Hizbul Mujahideen (HM) militants and an Army trooper was killed in an encounter on September 28 at Batote town in Ramban District of Jammu and Kashmir, reports Daily Excelsior. Two Police personnel were wounded in the encounter. The slain militants were identified as Billal Dhar, Osama Bin Javed and Zahid Hussain sagar. The militants were engaged and killed in the encounter after they held a Bharatiya Janata Party (BJP) member a hostage at Batote. Official reports said the militants initially appeared at village Thore, about nine kilometres from Batote on Batote-Kishtwar National Highway and tried to stop civilian vehicles. However, the vehicle operators managed to escape and sounded Road Opening Party (ROP) of Army and police. The militants fled away from the spot and took mountainous route. For nearly four hours, they remained untraced but surfaced at Batote Bazaar later, where alert security forces engaged them. The militants entered in the house of BJP worker Vijay Kumar Verma and held him hostage. Drones were also used to track down the militants, sources said and added that this was the first encounter in the heart of Batote town during three decades long militancy.",
